activity_nr,estab_name,site_city,site_state,site_zip,naics_code,trade,open_date
348694134,SPERRIN CONSTRUCTION CORP.,BROOKLYN,NY,11249,238140,Masonry,2026-01-14
348686338,LAKE SUCCESS VILLAGE DEPARTMENT OF PUBLIC WORKS,GREAT NECK,NY,11020,237310,Highway/Bridge,2026-01-14
348689209,"BROCKWELL & CARRINGTON CONTRACTORS, INC.",JAMESBURG,NJ,08831,236220,Commercial Bldg,2026-01-14
348689241,APJ SERVICES INC,HACKENSACK,NJ,07601,238130,Framing,2026-01-14
348875451,FAIRFIELD COUNTY ROOFING & CONSTRUCTION,RYE,NY,10580,238160,Roofing,2026-01-14
348694118,COD PLUMBING CORP.,BROOKLYN,NY,11249,238220,,2026-01-14
348685199,CITI CONTRACTING GROUP INC,FORT LEE,NJ,07024,238140,Masonry,2026-01-13
348683459,ALLIED BROTHERS HOME CORP.,FORT LEE,NJ,07024,236220,Commercial Bldg,2026-01-13
348685975,"OLIVEIRA GENERAL SERVICES, LLC.",MANALAPAN,NJ,07726,238130,Framing,2026-01-13
348686122,NOYOLA CONSTRUCTION ROOFING & SIDING LLC,JACKSON,NJ,08527,238160,Roofing,2026-01-13
348814716,SAN PEDRO CONTRACTING CORP,FORT LEE,NJ,07024,238140,Masonry,2026-01-13
348757394,"STRUCTURAL PRESERVATION  SYSTEMS, LLC",FORT LEE,NJ,07024,238140,Masonry,2026-01-13
348682220,CORTLANDT TOWN DEPARTMENT OF ENVIRONMENTAL SERVICES HIGHWAY DIVISION,VERPLANCK,NY,10596,237310,Highway/Bridge,2026-01-12
348698689,415 MAIN AVE,CLIFTON,NJ,07012,238130,Framing,2026-01-12
348698903,"NEW YORK HOIST, LLC",CLIFTON,NJ,07012,238990,,2026-01-12
348888033,GM GLEEN LLC,CLIFTON,NJ,07012,238130,Framing,2026-01-12
348782889,"DOUBLE R DRYWALL, INC.",CLIFTON,NJ,07012,238130,Framing,2026-01-12
348680083,"SPANA CONTRACTORS, LLC",PISCATAWAY,NJ,08854,236118,,2026-01-10
348677816,MK BEST REMODELING LLC,BROOKLYN,NY,11213,236116,,2026-01-09
348677709,IA CONSTRUCTION MANAGEMENT INC.,BROOKLYN,NY,11211,236115,,2026-01-08
348692468,WAWA CONSTRUCTION,SOUTH HACKENSACK,NJ,07606,236210,,2026-01-07
348673534,TRI-MESSINE CONSTRUCTION CO INC,STATEN ISLAND,NY,10314,237310,Highway/Bridge,2026-01-07
348674136,SOUTHAMPTON TN HIGHWAY DEPARTMENT,HAMPTON BAYS,NY,11946,237310,Highway/Bridge,2026-01-07
348672098,AYENA CONSTRUCTION,BROOKLYN,NY,11235,236118,,2026-01-06
348670985,MFP CONTRACTORS LLC,BRICK,NJ,08724,238160,Roofing,2026-01-06
348671678,PF GENERAL CONSTRUCTION LLC,BRICK,NJ,08724,238160,Roofing,2026-01-06
348669532,TOWNSHIP OF OCEAN DPW,OAKHURST,NJ,07755,237310,Highway/Bridge,2026-01-06
348666629,BOROUGH OF BEACHWOOD DPW,BEACHWOOD,NJ,08722,237310,Highway/Bridge,2026-01-05
348668021,FDR CONSTRUCTION LLC,SPRING LAKE,NJ,07762,238170,,2026-01-05
348668062,HUIMA CONSTRUCTION INC.,SPRING LAKE,NJ,07762,238160,Roofing,2026-01-05
348668138,AGL CONSTRUCTION LLC,AVON BY THE SEA,NJ,07717,238350,,2026-01-05
348668187,AMERICAN HOME OF DREAMS REALTY LLC,BRADLEY BEACH,NJ,07720,238160,Roofing,2026-01-05
348668211,MAECOS CONSTRUCTION,BRADLEY BEACH,NJ,07720,238160,Roofing,2026-01-05
348665951,S & S STEEL INC,PARAMUS,NJ,07652,238120,,2026-01-02
348665688,"MYLES CONSTRUCTION, LLC.",AVENEL,NJ,07001,238160,Roofing,2025-12-31
348466533,"WRIGHT IRONWORKS, INC.",OCEANSIDE,NY,11572,238990,,2025-12-29
348662339,TOWNSHIP OF WARREN- DEPARTMENT OF PUBLIC WORKS,WARREN,NJ,07059,237310,Highway/Bridge,2025-12-29
348657404,TOWN OF MORRISTOWN DPW,MORRISTOWN,NJ,07960,237310,Highway/Bridge,2025-12-22
348656026,JOSE RODRIGUEZ,EDISON,NJ,08820,238310,,2025-12-20
348986357,PKG BUILDERS LLC,EDISON,NJ,08820,236117,,2025-12-20
348653940,SIG CONTRACTING CORP.,BROOKLYN,NY,11201,238140,Masonry,2025-12-18
348654021,H&H CAJAMARCA LLC,OCEANPORT,NJ,07757,238170,,2025-12-18
348652199,"JRN CARPENTRY, INC.",WHIPPANY,NJ,07981,238130,Framing,2025-12-18
348652207,GL BROTHERS LLC,WHIPPANY,NJ,07981,238170,,2025-12-18
348652223,GALLO BROS POWER WASHING,MADISON,NJ,07940,238990,,2025-12-18
348652231,JG STONE & STUCCO,WHIPPANY,NJ,07981,238170,,2025-12-18
348654088,PROFESSIONAL EXTERIORS INC.,OCEANPORT,NJ,07757,238170,,2025-12-18
348654096,TUTOR PERINI CORPORATION,BROOKLYN,NY,11201,238290,,2025-12-18
348654252,MENT BROTHERS IRON WORKS CO,BROOKLYN,NY,11201,238120,,2025-12-18
348654351,WINCO CORPORATION,BROOKLYN,NY,11201,238110,,2025-12-18
348654815,WDF INC.,BROOKLYN,NY,11201,236220,Commercial Bldg,2025-12-18
348654872,"BANKER STEEL CO., LLC",BROOKLYN,NY,11201,238120,,2025-12-18
348654930,MAXIMUM SECURITY PRODUCTS CORPORATION,BROOKLYN,NY,11201,236220,Commercial Bldg,2025-12-18
348650532,TRI-STATE PAINTING SERVICE LLC,JERSEY CITY,NJ,07302,238350,,2025-12-17
348650912,"CONSIGLI CONSTRUCTION CO., INC.",JERSEY CITY,NJ,07302,236210,,2025-12-17
348653932,EMPIRE ARCHITECTURAL METAL & GLASS CORP.,WALL STREET,NY,10005,238150,,2025-12-17
348648965,BOROUGH OF SOUTH TOMS RIVER DPW,TOMS RIVER,NJ,08757,237310,Highway/Bridge,2025-12-17
348674706,"ELITE NATIONAL INSTALLERS, LLC",WALL STREET,NY,10005,238150,,2025-12-17
348650870,JJ WOODPECKER,CLIFTON,NJ,07011,238130,Framing,2025-12-16
348651167,M. E. WOOD,CLIFTON,NJ,07011,238130,Framing,2025-12-16
348661026,SOMERSET COUNTY DEPARTMENT OF PUBLIC WORKS,HILLSBOROUGH,NJ,08844,237310,Highway/Bridge,2025-12-16
348644212,ME WOOD CONSTRUCTION,CLIFTON,NJ,07011,238130,Framing,2025-12-16
348645078,JGR SERVICES INC.,FLUSHING,NY,11354,238990,,2025-12-16
348729153,"J.F. HUGHES BUILDERS, INC.",ARDSLEY,NY,10502,238130,Framing,2025-12-16
348647348,NYSDOT ODELL AVENUE SUB-RESIDENCY,YONKERS,NY,10710,237310,Highway/Bridge,2025-12-16
348642919,SOMERSET COUNTY DEPARTMENT OF PUBLIC WORKS,HILLSBOROUGH,NJ,08844,237310,Highway/Bridge,2025-12-15
348643578,RJ FRAMING LLC,MADISON,NJ,07940,238130,Framing,2025-12-15
348643586,LUIS CONTRACTOR USA LLC,MADISON,NJ,07940,238130,Framing,2025-12-15
348640475,A&W FENCE CORP.,WOODBRIDGE,NJ,07095,238990,,2025-12-12
348640541,"JOE PERCARIO GENERAL CONTRACTORS, LLC.",SOMERVILLE,NJ,08876,238160,Roofing,2025-12-12
348640582,"LA CONSTRUCTION SERVICES, LLC.",SOMERVILLE,NJ,08876,238160,Roofing,2025-12-12
348640962,TOWNSHIP OF MARLBORO DPW,MARLBORO,NJ,07746,237310,Highway/Bridge,2025-12-12
348641796,SUNART OUTDOOR LLC,RIDGEFIELD,NJ,07657,238170,,2025-12-12
348884396,GROUP MASS CO,HAWTHORNE,NY,10532,238160,Roofing,2025-12-12
348645144,CORNERSTONE BUILDERS GROUP,WASHINGTON TWPS,NJ,07676,236116,,2025-12-11
348645219,SRG CONSTRUCTION CORP,WASHINGTON TWPS,NJ,07676,238130,Framing,2025-12-11
348645268,TOP NOTCH TREE & EXCAVATING LLC.,WASHINGTON TWPS,NJ,07676,238910,,2025-12-11
348650367,K RESTORATION & ROOFING CORP.,HACKENSACK,NJ,07601,238190,,2025-12-11
348640996,TARGET CONSTRUCTION LLC,BROOKLYN,NY,11249,236116,,2025-12-11
348641002,UNITED HARDWOOD FLOORS,BROOKLYN,NY,11249,238330,,2025-12-11
348641036,H&G CONSTRUCTION SERVICES CORPORATION,BROOKLYN,NY,11249,238160,Roofing,2025-12-11
348641044,ACTIVE COOLING & HEATING LLC,BROOKLYN,NY,11249,238220,,2025-12-11
348639352,ANGEL'S CONSTRUCTION LLC,MANALAPAN,NJ,07726,238160,Roofing,2025-12-11
348639386,"K. HOVNANIAN CONSTRUCTION MANAGEMENT, INC",MANALAPAN,NJ,07726,236117,,2025-12-11
348639519,EASY WORK CONTRACTORS CORPORATION,MANALAPAN,NJ,07726,238130,Framing,2025-12-11
348639550,"SATURNINO CONSTRUCTION, LLC.",MANALAPAN,NJ,07726,238130,Framing,2025-12-11
348639600,STEEL MOUNTAIN CONSTRUCTION INC,WOODBRIDGE,NJ,07095,236220,Commercial Bldg,2025-12-11
348645300,TDC CARPENTRY INC,WASHINGTON TWPS,NJ,07676,238350,,2025-12-11
348634916,"CALLAHAN, INC",WHITE PLAINS,NY,10601,238910,,2025-12-10
348634932,FOUNDATIONS INTERIOR DESIGN CORP.,BRONX,NY,10467,238990,,2025-12-10
348637455,BOROUGH OF ALLENTOWN DEPARTMENT OF PUBLIC WORKS,ALLENTOWN,NJ,08501,237310,Highway/Bridge,2025-12-10
348637539,TZAMBAJ CONTRACTOR LLC,MANALAPAN,NJ,07726,238160,Roofing,2025-12-10
348688987,H.M.Y. HOPE GENERAL CONSTRUCTION,SCARSDALE,NY,10583,238130,Framing,2025-12-10
348633975,MOSHE COHEN,THIELLS,NY,10984,236115,,2025-12-10
348644493,ATLANTIC REALTY DEVELOPMENT CORPORATION,MONTVALE,NJ,07645,236116,,2025-12-10
348644527,AR LANDMARK PARK RIDGE NJ,MONTVALE,NJ,07645,236116,,2025-12-10
348644550,GV FRAMING LLC,HILLSBOROUGH,NJ,08844,238130,Framing,2025-12-10
348644600,"FM CONSTRUCTION GROUP, LLC",MONTVALE,NJ,07645,238990,,2025-12-10
348644642,"SANITARY CONSTRUCTION COMPANY, INC.",MONTVALE,NJ,07645,236220,Commercial Bldg,2025-12-10
348644675,BLUELINE DRYWALL & INSULATION INC.,MONTVALE,NJ,07645,238310,,2025-12-10
348644709,DAN HVAC,MONTVALE,NJ,07645,238220,,2025-12-10
348644808,RT MECHANICAL LLC,MONTVALE,NJ,07645,238290,,2025-12-10
348644881,EAST COAST ELECTRIC INC,MONTVALE,NJ,07645,238210,,2025-12-10
348644949,DUMAC INC.,MONTVALE,NJ,07645,238140,Masonry,2025-12-10
348636333,ASF CONSTRUCTION & EXCAVATING CORP.,WHITE PLAINS,NY,10601,238910,,2025-12-10
348636507,FORTEX CONTRACTORS CORPORATION,JACKSON,NJ,08527,238130,Framing,2025-12-10
348689159,RIBEIROS CONSTRUCTION LLC.,HARTSDALE,NY,10530,238160,Roofing,2025-12-10
348632563,AXON CONSTRUCTION INC,LONG ISLAND CITY,NY,11101,238110,,2025-12-09
348633579,AROOF INC.,BROOKLYN,NY,11211,238160,Roofing,2025-12-09
348633801,MORTON FLOORING SOLUTIONS INC,BROOKLYN,NY,11211,238340,,2025-12-09
348633876,"CITY PAINTING SERVICES, INC.",BROOKLYN,NY,11211,238320,,2025-12-09
348688847,VILLAS HOME IMPROVEMENT,WHITE PLAINS,NY,10606,238160,Roofing,2025-12-09
348633918,METFLOW MECHANICAL LLC,BROOKLYN,NY,11211,238220,,2025-12-09
348634155,KINGSTON CONSTRUCTION GROUP LLC,LONG ISLAND CITY,NY,11101,236220,Commercial Bldg,2025-12-09
348634395,HYBRID FRAMING & INTERIORS INC.,BROOKLYN,NY,11211,238310,,2025-12-09
348634411,W CONCRETE CORP.,BROOKLYN,NY,11211,238110,,2025-12-09
348634437,3T GC LLC,FLUSHING,NY,11354,236116,,2025-12-09
348634478,"MILLENNIUM ELEVATOR ENTERPRISES, LLC",BROOKLYN,NY,11211,238390,,2025-12-09
348662347,EDGAR CARPENTRY CORP.,PEEKSKILL,NY,10566,238160,Roofing,2025-12-08
348634296,SPRING VALLEY VILLAGE DPW,SPRING VALLEY,NY,10977,237310,Highway/Bridge,2025-12-08
348634403,MC SUPER STRUCTURE INC.,FLUSHING,NY,11354,238290,,2025-12-08
348634528,SPRING VALLEY VILLAGE DPW,SPRING VALLEY,NY,10977,237310,Highway/Bridge,2025-12-08
348644253,TORO CONSTRUCTION LLC,DOVER,NJ,07801,238170,,2025-12-05
348628843,"TEUNIS OSKAM & SONS, INC.",JERSEY CITY,NJ,07305,238910,,2025-12-05
348624750,MD CONSTRUCTION AND RENOVATION INC.,NEW YORK,NY,10024,238990,,2025-12-04
348624818,INTERSYSTEMS INSTALLATION S&S CORP.,NEW YORK,NY,10024,238990,,2025-12-04
348624925,BRENNAN CONSTRUCTION CO.,TUXEDO PARK,NY,10987,238910,,2025-12-04
348645557,REESE COMMERCIAL CONSTRUCTION INC,RANDOLPH,NJ,07869,236220,Commercial Bldg,2025-12-04
348627175,JJF CONTRACTING CORP.,RANDOLPH,NJ,07869,236220,Commercial Bldg,2025-12-04
348644196,JP HOME IMPROVEMENT,RIDGEWOOD,NJ,07450,238140,Masonry,2025-12-04
348644444,WILLIAM HOME IMPROVEMENTS LLC,RIDGEWOOD,NJ,07450,238160,Roofing,2025-12-04
348644477,F & J GENERAL CONSTRUCTION CORP,WALDWICK,NJ,07463,238140,Masonry,2025-12-04
348628959,MARROQUIN HOMES LLC,WALDWICK,NJ,07463,238130,Framing,2025-12-04
348824608,EASTSIDE BUILDERS INC.,NEW YORK,NY,10024,238990,,2025-12-04
348624693,BRIGHTWATERS VILL DPW,BRIGHTWATERS,NY,11718,237310,Highway/Bridge,2025-12-03
348642869,BOROUGH OF BELMAR,BELMAR,NJ,07719,237310,Highway/Bridge,2025-12-03
348623398,ALLIED BROTHERS HOME CORP.,FORT LEE,NJ,07024,238160,Roofing,2025-12-03
348623430,ECUADESIGN CORP,SOMERSET,NJ,08873,238320,,2025-12-03
348623562,"VALCOURT EXTERIOR BUILDING SERVICES OF NJ, LC",FORT LEE,NJ,07024,238140,Masonry,2025-12-03
348623604,MR. CONCRETE CORP.,HACKENSACK,NJ,07601,238140,Masonry,2025-12-03
348623646,WESTBURY VILL DPW,WESTBURY,NY,11590,237310,Highway/Bridge,2025-12-03
348624594,KING QUIROZ ROOFING & SIDING LLC,BRICK,NJ,08723,238160,Roofing,2025-12-03
348624628,DAVE SANDEL CRANES INC.,MEDFORD,NY,11763,238990,,2025-12-03
348636515,EAGLE ROCK DRYWALL LLC,POMPTON LAKES,NJ,07442,238310,,2025-12-03
348636549,"PRO VISION BOOKKEEPING, LLC",POMPTON LAKES,NJ,07442,238320,,2025-12-03
348636630,L&C ELECTRIC CORP.,POMPTON LAKES,NJ,07442,238210,,2025-12-03
348628900,"MERIDIA CONSTRUCTION MANAGEMENT, LLC",POMPTON LAKES,NJ,07442,236116,,2025-12-03
348628934,BELLEROSE MASONRY LLC,POMPTON LAKES,NJ,07442,238140,Masonry,2025-12-03
348620394,FAST BUILDERS CONTRACTORS CORP,HACKENSACK,NJ,07601,238130,Framing,2025-12-01
348620428,MAKSIMOUS CONSTRUCTION LLC,HACKENSACK,NJ,07601,238390,,2025-12-01
348621301,"FM CONSTRUCTION GROUP, LLC",EAST BRUNSWICK,NJ,08816,238990,,2025-12-01
348617994,BRESLOW DESIGN & BUILD LLC,EDISON,NJ,08817,238990,,2025-12-01
348618042,SKY VENTURES LLC,EDISON,NJ,08817,238160,Roofing,2025-12-01
348618182,"NJ BOOM & ERECTORS, INC.",EAST BRUNSWICK,NJ,08816,238130,Framing,2025-12-01
348662305,"JP COMPLETE RENOVATION, INC.",YONKERS,NY,10704,238170,,2025-11-28
348619628,TOWNSHIP OF MONTGOMERY DEPARTMENT OF PUBLIC WORKS,SKILLMAN,NJ,08558,237310,Highway/Bridge,2025-11-26
348615402,BOROUGH OF BERNARDSVILLE DEPARTMENT OF PUBLIC WORKS,BERNARDSVILLE,NJ,07924,237310,Highway/Bridge,2025-11-26
348616954,BOROUGH OF ALLENHURST DEPARTMENT OF PUBLIC WORKS,ALLENHURST,NJ,07711,237310,Highway/Bridge,2025-11-26
348619552,NEW FRIENDS CONSTRUCTION LLC,PATERSON,NJ,07501,238140,Masonry,2025-11-25
348614587,SMART GENERAL CONTRACTOR CORP.,BROOKLYN,NY,11211,238140,Masonry,2025-11-25
348614637,BZJ CONSTRUCTION LLC,BROOKLYN,NY,11211,238350,,2025-11-25
348614801,7 FILLMORE PLACE LLC,BROOKLYN,NY,11211,236118,,2025-11-25
348614835,"DAREK FRANEK CONTRACTING, INC.",WAYNE,NJ,07470,238160,Roofing,2025-11-25
348612615,VERMELLA HACKENSACK B&C,HACKENSACK,NJ,07601,236210,,2025-11-25
348609793,WWG CONSTRUCTION INC,BRENTWOOD,NY,11717,236220,Commercial Bldg,2025-11-24
348610601,MJ RESTORATION LLC,OSSINING,NY,10562,238160,Roofing,2025-11-24
348609413,GAZGA CONSTRUCTION LLC,LONG BRANCH,NJ,07740,238160,Roofing,2025-11-21
348607789,DARDHA GROUP LLC,HARRISON,NY,10528,236118,,2025-11-21
348608068,KINGS GROUP NY CORP,NEW YORK,NY,10019,236220,Commercial Bldg,2025-11-21
348608092,NEW ROC CONTRACTING CORP.,NEW YORK,NY,10019,238140,Masonry,2025-11-21
348607250,"CASCOR ENTERPRISE, INC.",HASBROUCK HEIGHTS,NJ,07604,238160,Roofing,2025-11-21
348607425,"OLIVEIRA GENERAL SERVICES, LLC.",HASBROUCK HEIGHTS,NJ,07604,238130,Framing,2025-11-21
348661992,"APEX SOLAR ENERGY CONVERSION SYSTEMS, INC.",BRONX,NY,10470,238210,,2025-11-20
348604372,MG CONSTRUCTION INC,FORT LEE,NJ,07024,238110,,2025-11-20
348606385,SUFFOLK CONSTRUCTION CORP.,BAY SHORE,NY,11706,236116,,2025-11-20
348606492,IMPERIAL IRON WORKS INC,BROOKLYN,NY,11237,238190,,2025-11-20
348604802,ORTEGA GENERAL CONSTRUCTION LLC,TARRYTOWN,NY,10591,238160,Roofing,2025-11-20
348604836,OSBEE INDUSTRIES INC.,HARRISON,NY,10528,238210,,2025-11-20
348606138,DARCON CONSTRUCTION INC,BAY SHORE,NY,11706,238110,,2025-11-20
348602806,"ARCO CONSTRUCTION, INC.",HOBOKEN,NJ,07030,238160,Roofing,2025-11-19
348602921,RHINO ENTERPRISE INC,HOBOKEN,NJ,07030,236116,,2025-11-19
348603119,E-XPLOSIVE CONSTRUCTION,WAYNE,NJ,07470,238910,,2025-11-18
348597980,LAWTON ADAMS CONSTRUCTION CORP,SOMERS,NY,10589,237990,,2025-11-18
348602558,"ATTYX, LLC",BRONX,NY,10461,238160,Roofing,2025-11-17
348595380,TOWN OF MORRISTOWN DPW,MORRISTOWN,NJ,07960,237310,Highway/Bridge,2025-11-17
348595638,FORTEX CONTRACTORS CORPORATION,NEWARK,NJ,07107,238130,Framing,2025-11-17
348602038,BAC DEVELOPERS GROUP LLC,BRONX,NY,10473,236116,,2025-11-17
348594482,HD PAINTING RESTORATION INC.,PISCATAWAY,NJ,08854,238320,,2025-11-14
348594730,PERAZA CONSTRUCTION LLC,YORKTOWN HEIGHTS,NY,10598,238170,,2025-11-14
348592791,"VAN ALPHEN BROTHERS, INC.",STATEN ISLAND,NY,10305,238140,Masonry,2025-11-14
348593252,BOROUGH OF BEACHWOOD DPW,BEACHWOOD,NJ,08722,237310,Highway/Bridge,2025-11-14
348593096,MA HOME REMODELING LLC,EAST RUTHERFORD,NJ,07073,238130,Framing,2025-11-13
348593112,"NOMAD FRAMING, LLC.",EAST RUTHERFORD,NJ,07073,238130,Framing,2025-11-13
348593179,"NEXT LEVEL CONSTRUCTION, INC",HACKENSACK,NJ,07601,236116,,2025-11-13
348593351,EASY WORK CONTRACTORS CORPORATION,HACKENSACK,NJ,07601,238130,Framing,2025-11-13
348589375,BOROUGH OF TINTON FALLS DPW,TINTON FALLS,NJ,07724,237310,Highway/Bridge,2025-11-12
348587908,NEW HOME CONSTRUCTION LLC,HOBOKEN,NJ,07030,236118,,2025-11-10
348587916,SOLE CONSTRUCTION CORP,HOBOKEN,NJ,07030,238310,,2025-11-10
348582909,HWOODWORK LLC,CROTON ON HUDSON,NY,10520,238160,Roofing,2025-11-05
348583048,WILLISTON PARK VILL DPW,WILLISTON PARK,NY,11596,237310,Highway/Bridge,2025-11-05
348581729,BOROUGH OF SPRING LAKE DPW,SPRING LAKE,NJ,07762,237310,Highway/Bridge,2025-11-05
348577735,NYSTA CROSS WESTCHESTER MAINTENANCE SECTION,WEST HARRISON,NY,10604,237310,Highway/Bridge,2025-11-03
348578378,TOWNSHIP OF WARREN- DEPARTMENT OF PUBLIC WORKS,WARREN,NJ,07059,237310,Highway/Bridge,2025-11-03
348578386,GUYTEC STEEL INC.,JAMAICA,NY,11430,238120,,2025-11-03
348578402,TOWNSHIP OF OCEAN DPW,OAKHURST,NJ,07755,237310,Highway/Bridge,2025-11-03
348578543,NOVA'S PAINTING AND REMODELING LLC,WESTFIELD,NJ,07090,238160,Roofing,2025-11-03
348593401,"SUNRISE OFFICE SERVICES, INC.",JAMAICA,NY,11434,238390,,2025-10-30
348578071,F&R GENERAL CONSTRUCTION LLC,NETCONG,NJ,07857,238140,Masonry,2025-10-29
348574450,PORT JEFFERSON VILL DPW,PORT JEFFERSON,NY,11777,237310,Highway/Bridge,2025-10-29
348576141,AECOM HUNT,JOHN F KENNEDY AIRPORT,NY,11430,236220,Commercial Bldg,2025-10-29
348573379,"CORNELL & COMPANY, INC.",JAMAICA,NY,11430,238120,,2025-10-29
348574609,MONKEY CONSTRUCTION LLC,MARLBORO,NJ,07746,238160,Roofing,2025-10-29
348572736,"KMI, INC.",BROOKLYN,NY,11220,238140,Masonry,2025-10-28
348570458,TOWN OF BOONTON DPW,BOONTON,NJ,07005,237310,Highway/Bridge,2025-10-28
348570581,BOROUGH OF NORTH PLAINFIELD DEPARTMENT OF PUBLIC WORKS,NORTH PLAINFIELD,NJ,07060,237310,Highway/Bridge,2025-10-28
348570185,SPRING VALLEY VILLAGE DPW,SPRING VALLEY,NY,10977,237310,Highway/Bridge,2025-10-27
348568866,BOROUGH OF SOUTH BOUND BROOK PUBLIC WORKS DEPARTMENT,SOUTH BOUND BROOK,NJ,08880,237310,Highway/Bridge,2025-10-27
348583352,TOWNSHIP OF TOMS RIVER DEPARTMENT OF PUBLIC WORKS,TOMS RIVER,NJ,08753,237310,Highway/Bridge,2025-10-27
348597949,BULLS EYE CONTRACTOR INC.,NEW YORK,NY,10029,238140,Masonry,2025-10-24
348568965,HUNTERDON COUNTY DEPARTMENT OF PUBLIC WORKS ? MT. AIRY GARAGE,LAMBERTVILLE,NJ,08530,237310,Highway/Bridge,2025-10-24
348568858,BOROUGH OF RAMSEY,RAMSEY,NJ,07446,237310,Highway/Bridge,2025-10-23
348565573,NEW YORK CONCRETE CORP. / J. PIZZIRUSSO LANDSCAPING JV,NEW YORK,NY,10001,238110,,2025-10-23
348565102,TOWNSHIP OF MONTGOMERY DEPARTMENT OF PUBLIC WORKS,SKILLMAN,NJ,08558,237310,Highway/Bridge,2025-10-23
348563339,BRIARCLIFF MANOR VILL DPW,BRIARCLIFF MANOR,NY,10510,237310,Highway/Bridge,2025-10-22
348561127,BOUND BROOK DEPARTMENT OF PUBLIC WORKS,BRIDGEWATER,NJ,08807,237310,Highway/Bridge,2025-10-21
348561283,BOROUGH OF KEANSBURG DPW,KEANSBURG,NJ,07734,237310,Highway/Bridge,2025-10-21
348561317,BOROUGH OF LAKE COMO DPW,LAKE COMO,NJ,07719,237310,Highway/Bridge,2025-10-21
348559550,SANTOS,BROOKLYN,NY,11230,238990,,2025-10-20
348559600,MARK PRINCE LLC,NEW YORK,NY,10032,238190,,2025-10-20
348603770,INDEPENDENT WALL COVERING AND PAINT -,METUCHEN,NJ,08840,238320,,2025-10-20
348559477,M&M CONSTRUCTION OF NJ,METUCHEN,NJ,08840,238320,,2025-10-20
348562653,DTE CONSTRUCTION,PARAMUS,NJ,07652,236220,Commercial Bldg,2025-10-17
348555756,SOMERSET COUNTY DEPARTMENT OF PUBLIC WORKS,HILLSBOROUGH,NJ,08844,237310,Highway/Bridge,2025-10-16
348555814,BOROUGH OF BERNARDSVILLE DEPARTMENT OF PUBLIC WORKS,BERNARDSVILLE,NJ,07924,237310,Highway/Bridge,2025-10-16
348556382,CORDOVA HM CONSTRUCTION LLC,CHAPPAQUA,NY,10514,238190,,2025-10-16
348560699,BOROUGH OF BELMAR,BELMAR,NJ,07719,237310,Highway/Bridge,2025-10-15
348553561,SEA CLIFF VILL DPW,SEA CLIFF,NY,11579,237310,Highway/Bridge,2025-10-15
348549965,TOWNSHIP OF MARLBORO DPW,MARLBORO,NJ,07746,237310,Highway/Bridge,2025-10-10
348544750,BOROUGH OF ELMWOOD PARK DPW,ELMWOOD PARK,NJ,07407,237310,Highway/Bridge,2025-10-09
348546912,TOWNSHIP OF NEPTUNE DPW,NEPTUNE,NJ,07753,237310,Highway/Bridge,2025-10-09
348546953,BOROUGH OF BARNEGAT LIGHT DEPARTMENT OF PUBLIC WORKS,BARNEGAT LIGHT,NJ,08006,237310,Highway/Bridge,2025-10-09
348547027,"TRI-COUNTY CONSTRUCTION & ROOFING, INC.",MINE HILL,NJ,07803,238160,Roofing,2025-10-09
348548579,BRICKLINE MASONRY & CONSTRUCTION CORP,HIGHLAND PARK,NJ,08904,236220,Commercial Bldg,2025-10-09
348544628,TOWN OF MORRISTOWN DPW,MORRISTOWN,NJ,07960,237310,Highway/Bridge,2025-10-08
348553363,TOWNSHIP OF LITTLE EGG HARBOR DEPARTMENT OF PUBLIC WORKS,LITTLE EGG HARBOR TWP,NJ,08087,237310,Highway/Bridge,2025-10-08
348546466,SPRING VALLEY VILLAGE DPW,SPRING VALLEY,NY,10977,237310,Highway/Bridge,2025-10-08
348544552,RUSSO DEVELOPMENT LLC,EAST BRUNSWICK,NJ,08816,237110,,2025-10-07
348542671,TOWNSHIP OF LONG HILL DPW,STIRLING,NJ,07980,237310,Highway/Bridge,2025-10-07
348542895,KP EXCAVATION LLC,EAST BRUNSWICK,NJ,08816,238910,,2025-10-07
348535857,BOROUGH OF SAYREVILLE DPW-SANITATION DIVISION,SAYREVILLE,NJ,08872,237310,Highway/Bridge,2025-10-06
348541558,BERNARDS TOWNSHIP DEPARTMENT OF PUBLIC WORKS,BASKING RIDGE,NJ,07920,237310,Highway/Bridge,2025-10-06
348541798,"OCEAN AIR - PLUMBING, HEATING, AIR CONDITIONING AND DUCT CLEANING",RIVERHEAD,NY,11901,238220,,2025-10-06
348541855,COPPER SOLUTIONS CORP,BRIDGEHAMPTON,NY,11932,238160,Roofing,2025-10-06
348537705,BOROUGH OF SOUTH TOMS RIVER DPW,TOMS RIVER,NJ,08757,237310,Highway/Bridge,2025-10-02
348535915,HEMPSTEAD VILLAGE DEPARTMENT OF PUBLIC WORKS,HEMPSTEAD,NY,11550,237310,Highway/Bridge,2025-10-01
348533100,BOROUGH OF NORTH PLAINFIELD DEPARTMENT OF PUBLIC WORKS,NORTH PLAINFIELD,NJ,07060,237310,Highway/Bridge,2025-09-30
348534975,HIS & HER CONSTRUCTION INC.,NEW YORK,NY,10017,238110,,2025-09-30
348530577,"MONTESANO BROTHERS, INC.",TARRYTOWN,NY,10591,238910,,2025-09-29
348528175,"ANKA PAINTING CO., INC.",EAST BRUNSWICK,NJ,08816,237310,Highway/Bridge,2025-09-29
