activity_nr,citation_id,standard,viol_type,issuance_date,current_penalty,initial_penalty
348428053,01001,19260102 A01,S,2026-02-05,3405,3405
348428053,01002,19260501 B13,S,2026-02-05,3972,3972
348424060,01001,19260102 A01,S,2025-08-27,4256,4256
348424060,01002,19260416 A01,S,2025-08-27,4965,4965
348424060,01003,19260451 B05 II,S,2025-08-27,4965,4965
348424060,01004,19260451 E01,S,2025-08-27,4965,4965
348424060,01005,19260451 G01,S,2025-08-27,4965,4965
348424060,01006,19261053 B04,S,2025-08-27,4965,4965
348424110,01001,19260501 B10,S,2025-11-21,13902,13902
348423781,01001A,19261153 C01,S,2026-01-21,6951,11585
348423781,01001B,19261153 D02 I,S,2026-01-21,0,0
348423781,01001C,19261153 G01,S,2026-01-21,0,0
348423781,01001D,19261153 I02 I,S,2026-01-21,0,0
348423179,01001,19100037 A04,S,2025-12-01,0,0
348423179,01002,19100147 C01,S,2025-12-01,0,0
348423179,01003,19100244 A01 II,S,2025-12-01,0,0
348423179,01004,19100305 G02 II,S,2025-12-01,0,0
348423179,01005,19100303 F02,S,2025-12-01,0,0
348423179,01006,19100305 J01 I,S,2025-12-01,0,0
348418450,01001,19100022 A01,S,2025-08-15,4900,4900
348418450,01002,19100030 A01,S,2025-08-15,3500,3500
348418450,01003,19100147 C06 I,S,2025-08-15,3500,3500
348418450,01004,19100176 B,S,2025-08-15,4900,4900
348418450,01005,19100212 A03 II,S,2025-08-15,4900,4900
348418450,01006,19100215 A04,S,2025-08-15,4900,4900
348418450,01007,19100303 G02 I,S,2025-08-15,4900,4900
348418450,01008,19100305 B02 I,S,2025-08-15,4900,4900
348418450,01009,19100305 G01 IV A,S,2025-08-15,4900,4900
348418450,01010,19100334 A03 I,S,2025-08-15,4900,4900
348431339,01001,19260451 G01,S,2026-01-29,3972,3972
348417098,01001,5A0001,O,2026-01-23,4500,4965
348418195,01001,19100146 C01,S,2025-08-12,4900,4900
348418195,01002,19100146 D14,S,2025-08-12,4900,4900
348418195,01003,19100146 F11,S,2025-08-12,4900,4900
348418195,01004A,19100147 C04 I,S,2025-08-12,4900,4900
348418195,01004B,19100147 C04 II,S,2025-08-12,0,0
348418195,01004C,19100147 C06 I,S,2025-08-12,0,0
348418195,01004D,19100147 C07 I,S,2025-08-12,0,0
348418195,01005,19100178 L04 III,S,2025-08-12,4900,4900
348418195,01006,N.J.S.A. 34:6A-33(A),S,2025-08-12,4900,4900
348418195,02001,19100157 E02,O,2025-08-12,700,700
348418195,02002,N.J.A.C. 12:100-7.3(A),O,2025-08-12,700,700
348415605,01001,19260102 A01,S,2026-01-27,1000,2837
348415605,01002,19260403 B02,S,2026-01-27,1000,2837
348415605,01003,19260501 B13,S,2026-01-27,3000,4965
348415605,01004,19261052 C01,S,2026-01-27,1000,2837
348433988,01001,19260100 A,S,2025-12-30,1589,2270
348433988,01002,19260102 A01,S,2025-12-30,1589,2270
348433988,01003,19260451 C03,S,2025-12-30,2781,3972
348433988,01004,19260451 G01,S,2025-12-30,2781,3972
348433988,01005,19261053 B06,S,2025-12-30,2781,3972
348412776,01001,19260451 G01,S,2026-01-14,2800,3972
348413873,01001,19100253 C05 III,S,2025-08-13,3750,3750
348414095,01001,19260501 B01,S,2026-01-08,2000,2838
348414673,01001A,19260501 B01,S,2025-11-25,4965,4965
348414673,01001B,19260503 A01,S,2025-11-25,0,0
348414673,02001,19030019 C01,O,2026-03-25,398,398
348415449,01001,19100028 B01 I,S,2025-08-15,2800,2800
348415449,01002,19100132 D01,S,2025-08-15,2800,2800
348409442,01001,19260200 G02,S,2026-01-30,11585,11585
348409525,01001A,19100146 D14,S,2025-08-06,2800,2800
348409525,01001B,19100146 F11,S,2025-08-06,0,0
348409525,01001C,19100146 G01,S,2025-08-06,0,0
348409525,01001D,19100146 K01 II,S,2025-08-06,0,0
348409525,01002,19100147 C01,S,2025-08-06,2800,2800
348409525,01003,19101200 E01,S,2025-08-06,2800,2800
348409525,02001,19100157 E02,O,2025-08-06,150,150
348405788,01001,19260452 J02,S,2026-01-29,2500,3972
348405788,01002,19260501 B13,S,2026-01-29,2500,3972
348409012,01001,19260501 B13,S,2025-12-23,3547,3547
348409012,01002,19261053 B01,S,2025-12-23,3547,3547
348409244,01001,19260451 B01,S,2026-01-09,3547,3547
348409244,01002,19260451 B04,S,2026-01-09,3547,3547
348409244,01003,19260451 E01,S,2026-01-09,3547,3547
348409244,01004A,19260451 G01 VII,S,2026-01-09,3547,3547
348409244,01004B,19260454 A,S,2026-01-09,0,0
348409244,01005A,19260501 B13,S,2026-01-09,3547,3547
348409244,01005B,19260503 A01,S,2026-01-09,0,0
348409244,02001,19030019 C01,O,2026-04-23,398,398
348405440,01001,19260501 B13,S,2025-12-29,2660,3972
348405440,01002,19261053 B01,S,2025-12-29,1840,2838
348403395,01012,N.J.S.A. 34:6A-33(A),S,2025-08-22,4200,4200
348403395,02001,19100132 D02,O,2025-08-22,700,700
348403395,01001,19100028 B01 I,S,2025-08-22,4900,4900
348403395,01002,19100146 D09,S,2025-08-22,4200,4200
348403395,01003,19100146 G04,S,2025-08-22,4200,4200
348403395,01004,19100147 C04 II,S,2025-08-22,4200,4200
348403395,01005,19100147 C06 I,S,2025-08-22,4200,4200
348403395,01006,19100147 C06 II,S,2025-08-22,4900,4900
348403395,01007,19100157 C01,S,2025-08-22,4900,4900
348403395,01008,19100212 A03 II,S,2025-08-22,4200,4200
348403395,01009,19100213 I01,S,2025-08-22,4900,4900
348403395,01010,19100253 E05 V,S,2025-08-22,4200,4200
348403395,01011,19100305 G01 IV A,S,2025-08-22,4200,4200
348403395,02002,19100157 E02,O,2025-08-22,700,700
348406562,01001,19260150 A02,S,2026-01-13,3405,3405
348406562,01002,19260701 B,S,2026-01-13,5958,5958
348406562,01003,19261052 C01 I,S,2026-01-13,4256,4256
348406562,01004,19261053 B13,S,2026-01-13,4256,4256
348406562,02001,19260100 A,R,2026-01-13,29790,29790
348406562,02002,19260501 B13,R,2026-01-13,59580,59580
348412909,01001,19260451 G01,S,2025-12-10,1500,2713
348399403,01001,19261153 C01,S,2025-09-23,4256,4256
348393935,01001A,19260020 B02,S,2026-01-15,4965,4965
348393935,01001B,19260451 F07,S,2026-01-15,0,0
348393935,01002A,19261053 B22,S,2026-01-15,4256,4256
348393935,01002B,19261060 A,S,2026-01-15,0,0
348393935,01003A,19260451 G01 VII,S,2026-01-15,4965,4965
348393935,01003B,19260454 A,S,2026-01-15,0,0
348393935,02001,19040039 A01,O,2026-01-15,3547,3547
348393935,02002,19030019 D01,O,2026-03-13,398,398
348394206,01001A,19100134 C01,S,2026-01-16,2837,2837
348394206,01001B,19100134 E01,S,2026-01-16,0,0
348394206,01001C,19100134 F02,S,2026-01-16,0,0
348394206,01001D,19100134 K03,S,2026-01-16,0,0
348394206,01002A,19101200 E01,S,2026-01-16,2837,2837
348394206,01002B,19101200 H01,S,2026-01-16,0,0
348394206,01003,19260055 A,S,2026-01-16,4965,4965
348394784,01001,19260020 B02,O,2026-01-23,9268,9268
348394784,01002,19101200 H03 III,S,2026-01-23,0,9268
348396144,01001,19100037 A04,S,2025-07-30,2800,2800
348396144,01002,19100144 A03,S,2025-07-30,2800,2800
348396144,01003A,19100147 C04 II,S,2025-07-30,2800,2800
348396144,01003B,19100147 C06 I,S,2025-07-30,0,0
348396144,01003C,19100147 C07 I,S,2025-07-30,0,0
348396144,01004,19101200 H01,S,2025-07-30,2800,2800
348396144,02001,19100132 D02,O,2025-07-30,150,150
348390436,01001,19260451 F07,S,2025-12-23,3972,3972
348390436,01002,19260451 G01 VII,S,2025-12-23,3972,3972
348390436,01003,19260451 G04 I,S,2025-12-23,3972,3972
348390436,01004,19260452 J02,S,2025-12-23,3972,3972
348390436,01005A,19260454 A,S,2025-12-23,3972,3972
348390436,01005B,19260454 B,S,2025-12-23,0,0
348390568,01001A,19101200 E01,S,2025-12-23,2270,2270
348390568,01001B,19101200 G01,S,2025-12-23,0,0
348390568,01001C,19101200 H01,S,2025-12-23,0,0
348390568,01002,19260451 B01,S,2025-12-23,2270,2270
348390568,01003,19260451 E01,S,2025-12-23,2270,2270
348390949,01001,19100037 A04,S,2025-08-08,2800,2800
348390949,01002,19100106 G03 III,S,2025-08-08,3500,3500
348390949,01003,19100146 D09,S,2025-08-08,3500,3500
348390949,01004,19100157 E02,S,2025-08-08,3500,3500
348390949,01005,19100215 A04,S,2025-08-08,4900,4900
348390949,01006,19100244 A01 II,S,2025-08-08,4900,4900
348390949,01007,19100253 B04 III,S,2025-08-08,4900,4900
348390949,01008,19100334 A03 I,S,2025-08-08,4200,4200
348390949,01009,N.J.S.A. 34:6A-33(A),S,2025-08-08,4900,4900
348390949,02001,19040032 B02 II,O,2025-08-08,700,700
348390949,02002,19040032 B02 II,O,2025-08-08,700,700
348390949,02003,19040032 B02 II,O,2025-08-08,700,700
348411463,01001,19260102 A01,R,2026-01-08,6809,6809
348411463,01002,19260501 B13,R,2026-01-08,11916,11916
348397753,01001A,19260501 B13,S,2026-01-14,4000,3547
348397753,01001B,19260503 A01,S,2026-01-14,0,3547
348392606,01001,19260453 B02 V,S,2025-09-19,2100,3547
348385113,01001,19260701 B,S,2025-11-28,3972,6620
348385113,02001,19261053 B01,O,2025-11-28,0,0
348385121,01001,19100106 G03 III,S,2025-07-25,2800,2800
348385121,01002A,19100147 C04 II,S,2025-07-25,2800,2800
348385121,01002B,19100147 C06 I,S,2025-07-25,0,0
348385121,01003,19101200 E01,S,2025-07-25,2800,2800
348385121,02001,19100132 D02,O,2025-07-25,150,150
348431347,01001,19260501 B13,S,2025-11-28,2500,3972
348385915,01001,19260451 B01,S,2025-12-22,3227,4965
348385915,01002A,19260451 C02,S,2025-12-22,2306,3547
348385915,01002B,19260451 C02 II,S,2025-12-22,0,0
348385915,01003,19260451 E01,S,2025-12-22,3227,4965
348385915,01004,19260451 G01,S,2025-12-22,3227,4965
348381724,01001,19260501 B13,S,2026-01-13,2400,3972
348381781,01002,19260501 B13,S,2025-12-10,4965,4965
348381781,01003,19260503 A01,S,2025-12-10,4965,4965
348381781,01004,19261053 B01,S,2025-12-10,4965,4965
348381781,01001,19260100 A,S,2025-12-10,4256,4256
348381799,01001,19260501 B13,S,2025-09-15,11585,11585
348379132,01001,19260501 B01,S,2025-12-01,4965,4965
348379199,01001,19260100 A,S,2025-12-22,4256,4256
348379199,01002,19260451 B01,S,2025-12-22,4965,4965
348379199,01003,19260451 C02,S,2025-12-22,4965,4965
348379199,01004,19260451 E01,S,2025-12-22,4965,4965
348379199,01005,19260451 F06,S,2025-12-22,4965,4965
348379199,01006,19260501 B13,S,2025-12-22,4965,4965
348379207,01001,19260021 B02,O,2026-01-12,12768,12768
348379207,01002,19260602 D,O,2026-01-12,8511,8511
348380981,01001,19260501 B13,S,2025-08-11,3000,4965
348381211,01001,19260451 C02,R,2025-12-01,11916,11916
348381211,01002,19260451 G01 VII,R,2025-12-01,11916,11916
348381211,01003,19260452 J02,S,2025-12-01,5958,5958
348381211,01004,19260501 B13,S,2025-12-01,5958,5958
348381211,01005,19261053 B01,S,2025-12-01,5958,5958
348375916,01001A,19260501 B13,S,2025-12-23,3547,3547
348375916,01001B,19260503 A01,S,2025-12-23,0,0
348375916,01002,19261053 B01,S,2025-12-23,2837,2837
348375916,01003,19261053 B04,S,2025-12-23,2837,2837
348375916,01004,19261053 B06,S,2025-12-23,2837,2837
348377367,01001,19260451 B01,S,2026-01-12,3972,3972
348377367,01002,19260451 E01,S,2026-01-12,2838,2838
348377367,01003,19260451 G01 VII,S,2026-01-12,3972,3972
348369828,01001,19100030 A01,S,2025-07-24,6300,6300
348369828,01002,19100132 D02,S,2025-07-24,6300,6300
348369828,01003,19100146 C04,S,2025-07-24,6300,6300
348369828,01004,19100146 G01,S,2025-07-24,3600,3600
348369828,01005,19100147 C01,S,2025-07-24,6300,6300
348369828,01006,19100157 C01,S,2025-07-24,6300,6300
348369828,01007,19100157 G01,S,2025-07-24,4500,4500
348369828,01008,19100176 C,S,2025-07-24,6300,6300
348369828,01009,19100215 B09,S,2025-07-24,5400,5400
348369828,01010,19100244 A01 II,S,2025-07-24,6300,6300
348369828,01011,19100253 E03 II C 2,S,2025-07-24,5400,5400
348369828,01012,19100334 A02 II,S,2025-07-24,6300,6300
348369828,01013,N.J.S.A. 34:6A-33(A),S,2025-07-24,6300,6300
348369828,02001,19100147 C07 I,O,2025-07-24,900,900
348369828,02002,19101200 E01,O,2025-07-24,900,900
348369828,02003,19101200 H01,O,2025-07-24,900,900
348369828,02004,19040029 A,O,2025-07-24,900,900
348369828,02005,19040029 A,O,2025-07-24,900,900
348369828,02006,19040029 A,O,2025-07-24,900,900
348369828,02007,19040029 A,O,2025-07-24,900,900
348369828,02008,19040029 A,O,2025-07-24,900,900
348369828,02009,19040029 A,O,2025-07-24,900,900
348369828,02010,19260021 B02,O,2025-07-24,900,900
348369562,01001A,19260501 B10,S,2025-12-03,2450,4965
348369562,01001B,19260501 B15,S,2025-12-03,0,0
348369562,01002,19261053 B04,S,2025-12-03,2450,4965
348375270,01001A,19260451 A06,S,2025-12-16,1272,2128
348375270,01001B,19260451 B02,S,2025-12-16,0,0
348375270,01002,19260501 B10,S,2025-12-16,2128,3547
348411877,01001,19260100 A,S,2025-12-10,0,3405
348411877,01002,19260451 C03,S,2025-12-10,3600,5958
348411877,01003,19260451 G01,S,2025-12-10,3600,5958
348359191,01001,19260100 A,S,2025-12-10,3405,3405
348359191,01002,19260451 E09 IV,S,2025-12-10,3972,3972
348360231,01001,5A0001,S,2025-12-30,0,11585
348334855,01001A,19101200 E01,S,2025-12-02,2750,4965
348334855,01001B,19101200 H01,S,2025-12-02,0,0
348334855,01001C,19101200 G08,S,2025-12-02,0,0
348334855,01002A,19261153 C01,S,2025-12-02,1950,3547
348334855,01002B,19261153 D02 I,S,2025-12-02,0,0
348334855,02001,19100134 K06,O,2025-12-02,0,0
348357617,01001,19260021 B02,S,2025-11-14,4965,4965
348354556,01001,19260102 A01,S,2025-09-11,1500,2270
348354556,01002,19260501 B01,S,2025-09-11,2625,3972
348354556,01003,19261053 B13,S,2025-09-11,1125,1702
348356320,01001,19260102 A01,S,2025-09-12,2553,2553
348356320,02001,19260501 B13,R,2025-09-12,11916,11916
348349051,01001,19260021 B02,S,2025-08-29,3972,3972
348349051,01002,19260100 A,S,2025-08-29,3405,3405
348349051,01003,19260501 B13,S,2025-08-29,3972,3972
348349051,01004,19261053 B01,S,2025-08-29,3972,3972
348349341,01001,19260404 F06,S,2025-08-18,2000,3015
348350752,01001,19260020 B02,S,2025-12-23,10000,16550
348350752,01002,19260025 A,S,2025-12-23,9900,11823
348350752,01003,19260501 A02,S,2025-12-23,10000,16550
348350752,01004,19260701 B,S,2025-12-23,10000,16550
348350778,01001,19260025 A,S,2025-12-23,11823,11823
348350778,01002,19260701 B,S,2025-12-23,16550,16550
348348533,01001,19260020 B02,O,2025-12-10,1500,4965
348351180,01001,19100176 B,S,2025-07-08,2800,2800
348351180,01002,19100178 L04 I,S,2025-07-08,2800,2800
348351180,02001,19100157 E02,O,2025-07-08,150,150
348351180,02002,N.J.A.C. 12:100-7.3(A),O,2025-07-08,150,150
348518770,01001,19260501 B13,S,2025-12-10,4965,4965
348518770,01002,19260503 A01,S,2025-12-10,4965,4965
348518770,01003,19261053 B13,S,2025-12-10,4965,4965
348347766,01001,19100067 C02 VIII,S,2025-12-29,2838,2838
348353806,01001,19260501 B13,S,2025-12-09,3972,3972
348353822,01001,19260100 A,S,2025-12-10,1038,1702
348353822,01002,19260451 C03,S,2025-12-10,1385,2270
348353822,01003,19260451 G01,S,2025-12-10,2077,3405
348534074,01001,19260501 B13,S,2025-12-30,2950,4965
348534074,01002,19261053 B01,S,2025-12-30,2950,4965
348345687,01001,19260501 B13,S,2025-12-30,2837,2837
348345687,01002,19261053 B01,S,2025-12-30,2837,2837
348339045,01001,19040039 A02,O,2025-12-17,3547,3547
348339433,01001,19100244 A01 II,S,2025-08-08,0,0
348339433,01002,19100303 G01 II,S,2025-08-08,0,0
348339433,01003,19100305 B01 II,S,2025-08-08,0,0
348339433,02001,19101200 G10,O,2025-08-08,0,0
348338591,01001,19260502 D,S,2025-12-03,4965,4965
348342973,01001,19040039 A01,O,2025-12-19,3547,3547
348334848,01001,19260021 B02,S,2025-11-26,2838,2838
348334848,01002,19260405 A02 II I,S,2025-11-26,2838,2838
348335159,01001,19260021 B02,S,2025-11-28,0,13902
348335159,01002,19260501 B13,S,2025-11-28,8435,13902
348335159,01003,19261053 B01,S,2025-11-28,8435,13902
348334442,01001,19260501 B01,S,2025-09-16,4965,4965
348331455,01001,19260501 B04 I,O,2025-07-15,11585,11585
348335175,01001,19260501 B01,S,2025-12-18,5958,5958
348335175,01002,19260502 F01 I,S,2025-12-18,5958,5958
348335175,01003,19260502 H01 V,S,2025-12-18,5958,5958
348411745,01001,19260102 A01,S,2025-12-10,1600,2270
348411745,01002,19260501 B13,S,2025-12-10,2400,3405
348338336,01001,19260501 B13,S,2025-12-22,5100,8513
348338195,01001,19260451 B01,S,2025-12-19,2130,3547
348338195,01002,19260451 E01,S,2025-12-19,2130,3547
348338195,01003,19260451 F14,S,2025-12-19,2130,3547
348338195,01004,19260451 G01 VII,S,2025-12-19,2130,3547
348325739,01001,19260501 B13,S,2025-12-12,4965,4965
348325739,01002,19260503 A01,S,2025-12-12,4965,4965
348327305,01001,19260501 B13,S,2025-07-25,3128,4965
348411810,01001,19260102 A01,S,2025-12-09,1448,2270
348411810,01002,19260501 B13,S,2025-12-09,2526,3972
348411810,01003,19261053 B01,S,2025-12-09,2526,3972
348309949,01001A,19100134 C01,S,2025-12-04,4965,4965
348309949,01001B,19100134 C01 VIII,S,2025-12-04,0,0
348309949,01002,19260501 B10,S,2025-12-04,4965,4965
348309949,01003,19260503 B01,S,2025-12-04,4965,4965
348309949,01004,19261101 K09 I,S,2025-12-04,4965,4965
348309949,01005,19261101 F02 I,S,2025-12-04,4256,4256
348306309,01001,19260451 B01,S,2025-12-09,3227,4965
348306309,01002,19260451 C02,S,2025-12-09,3227,4965
348306309,01003,19260451 E01,S,2025-12-09,3227,4965
348306309,01004,19260451 G01,S,2025-12-09,3227,4965
348306309,01005,19260452 A02,S,2025-12-09,3227,4965
348306374,01001,19260451 B01,S,2025-12-09,0,4965
348306374,01002,19260451 E01,S,2025-12-09,0,4965
348306374,01003,19260451 G01,S,2025-12-09,0,4965
348306374,01004,19260452 A02,S,2025-12-09,0,4965
348306549,01001,19260102 A01,S,2025-12-09,4965,4965
348306549,01002,19260451 E01,S,2025-12-09,4965,4965
348306549,01003,19261153 C02 II,S,2025-12-09,4965,4965
348306556,01001,19260100 A,S,2025-12-09,4965,4965
348306556,01002,19260102 A01,S,2025-12-09,4965,4965
348306556,01003,19260501 B13,S,2025-12-09,4965,4965
348307703,01001,19260651 B01,S,2025-12-03,3972,3972
348309089,01001,19260102 A01,S,2025-11-26,2837,2837
348309089,01002,19260100 A,S,2025-11-26,2837,2837
348303728,01001,19260100 A,S,2025-08-27,2554,4256
348303728,01002,19260501 B13,S,2025-08-27,2979,4965
348303967,01001,19260100 A,S,2025-09-04,2979,4965
348303967,01002,19260501 B13,S,2025-09-04,2979,4965
348303967,02001,19260503 B01,O,2025-09-04,239,398
348304387,01001,19260501 B10,S,2025-09-30,3972,3972
348311390,01001,19260501 B13,S,2025-07-25,4965,4965
348302050,01001,19260100 A,S,2025-11-20,2128,2128
348302050,01002,19260452 J02,S,2025-11-20,2128,2128
348302050,01003,19260453 B02 V,S,2025-11-20,3547,3547
348311986,01001,19260501 B13,S,2025-07-25,3972,3972
348302258,01001,19260102 A01,S,2025-12-08,4965,4965
348302258,01002,19260602 D,S,2025-12-08,4965,4965
348302258,02001,19260501 B13,W,2025-12-08,33103,33103
348302415,01001,19260100 A,S,2025-12-08,2483,4965
348302415,01002,19260102 A01,S,2025-12-08,2483,4965
348302415,01003,19260501 B13,S,2025-12-08,2483,4965
348302415,01004,19260602 D,S,2025-12-08,2483,4965
348302571,01001,19261051 B,S,2025-12-05,5958,5958
348302571,02001,19260501 B13,W,2025-12-05,39723,39723
348302571,03001,19260102 A01,R,2025-12-05,11916,11916
348312042,01001A,19100134 C01,S,2025-12-04,1703,2270
348312042,01001B,19100134 E01,S,2025-12-04,0,0
348312042,01001C,19100134 F02,S,2025-12-04,0,0
348312042,01001D,19100134 G01 I A,S,2025-12-04,0,0
348312042,01001E,19100134 K,S,2025-12-04,0,0
348312042,01002A,19101200 E01,S,2025-12-04,1703,2270
348312042,01002B,19101200 H01,S,2025-12-04,0,0
348411521,01001,19260451 G01,S,2025-08-29,0,4965
348302860,01001A,19261101 F01 I,S,2025-12-09,3547,3547
348302860,01001B,19261101 F02 I,S,2025-12-09,0,0
348302860,01001C,19261101 O01,S,2025-12-09,0,0
348302860,01002A,19261101 G01 II,S,2025-12-09,3547,3547
348302860,01002B,19261101 G03 III,S,2025-12-09,0,0
348302860,01003,19261101 I01,S,2025-12-09,3547,3547
348302860,01004,19261101 K09 I,S,2025-12-09,3547,3547
348302860,01005A,19100134 C01,S,2025-12-09,2837,2837
348302860,01005B,19100134 E01,S,2025-12-09,0,0
348302860,01005C,19100134 F02,S,2025-12-09,0,0
348302225,01001,12 NYCRR PART 800.6(H),S,2026-01-09,0,0
348302225,01002,19100037 B02,S,2026-01-09,0,0
348302225,01003,19100120 Q06 I A,S,2026-01-09,0,0
348302225,01004,19100215 A04,S,2026-01-09,0,0
348302225,01005,19100303 B02,S,2026-01-09,0,0
348302225,01006,19100303 F02,S,2026-01-09,0,0
348302225,01007,19100305 B02 I,S,2026-01-09,0,0
348302225,02001,19101200 H01,O,2026-01-09,0,0
348299173,01001,19100030 A01,S,2025-06-19,6300,6300
348299173,01002,19100145 C03,S,2025-06-19,4500,4500
348299173,01003,19100176 B,S,2025-06-19,6300,6300
348299173,01004,19100179 J03,S,2025-06-19,4500,4500
348299173,01005,19100212 A03 II,S,2025-06-19,6300,6300
348299173,01006,19100215 A04,S,2025-06-19,6300,6300
348299173,01007,19100242 B,S,2025-06-19,6300,6300
348299173,01008,N.J.S.A. 34:6A-33(A),S,2025-06-19,6300,6300
348296641,01001,19100037 A04,S,2025-06-16,2800,2800
348296641,01002A,19100147 C04 I,S,2025-06-16,2800,2800
348296641,01002B,19100147 C04 II,S,2025-06-16,0,0
348296641,01002C,19100147 C06 I,S,2025-06-16,0,0
348296641,01002D,19100147 C07 I,S,2025-06-16,0,0
348296641,01003,19100303 B01,S,2025-06-16,2800,2800
348296641,01004,19101200 E01,S,2025-06-16,2800,2800
348296641,01005,19101200 H01,S,2025-06-16,2800,2800
348296641,01006,N.J.S.A. 34:6A-33(A),S,2025-06-16,2800,2800
348296641,02001,19100132 D02,O,2025-06-16,150,150
348296641,02002,19100157 C01,O,2025-06-16,150,150
348296641,02003,19100157 E02,O,2025-06-16,150,150
348296211,01001,19260453 B02 V,O,2025-12-03,16000,10641
348296211,01002,19260501 B01,O,2025-12-03,0,10641
348297961,01001,19260451 B01,S,2025-11-25,2400,3972
348297961,01002,19260451 G01 VII,S,2025-11-25,2400,3972
348294695,01001,19260501 B13,S,2025-07-25,3972,3972
348296534,01001,19260501 B13,S,2025-11-24,3000,4965
348295932,01001,19260651 G01 I,S,2025-12-01,0,4965
348295932,01002A,19260651 H01,S,2025-12-01,2500,4965
348295932,01002B,19260651 J01,S,2025-12-01,0,4965
348295932,01004,19260651 K02,S,2025-12-01,2500,4965
348298076,01001,19260501 B13,S,2025-08-05,4965,4965
348298076,01002,19260503 B01,S,2025-08-05,4965,4965
348298076,01003,19261053 B01,S,2025-08-05,4965,4965
348293804,01001,19260020 B02,S,2025-12-01,3950,4965
348293804,01002,19260021 B02,S,2025-12-01,3950,4965
348293804,01003,19260850 A,S,2025-12-01,3950,4965
348293804,01004,19260854 D,S,2025-12-01,3950,4965
348236969,01001,19260652 A01,S,2025-09-22,4000,5958
348289885,01001,19260501 B10,S,2025-11-26,4965,4965
348289885,01002,19260503 A01,S,2025-11-26,4965,4965
348290230,01001,19260501 B10,S,2025-11-26,2730,4965
348290230,01002,19260503 A01,S,2025-11-26,2730,4965
348296971,01001,19260652 A01,S,2025-11-20,2480,3547
348298217,01001,19260100 A,S,2025-11-26,4965,4965
348298217,01002,19261053 B01,S,2025-11-26,4965,4965
348298217,02001,19260501 B13,W,2025-11-26,33103,33103
348294059,01001,19260451 G04 I,S,2025-12-04,3000,4965
348292707,01001,19260100 A,S,2025-11-25,2837,2837
348292707,01002A,19260451 G01 I,S,2025-11-25,3547,3547
348292707,01002B,19260501 B13,S,2025-11-25,0,0
348292707,02001,19040040 A,O,2025-11-25,709,709
348292830,01001,19260102 A01,S,2025-12-01,1000,2837
348292830,01006,19260501 B13,S,2025-12-01,1000,3547
348292830,01007,19261053 B01,S,2025-12-01,1012,2837
348292830,01008A,19260403 B02,S,2025-12-01,1500,2837
348292830,01008B,19260405 G02 IV,S,2025-12-01,0,2837
348292830,01009A,19260451 G01 I,S,2025-12-01,1500,3547
348292830,01009B,19260451 G01 VII,S,2025-12-01,0,3547
348292913,01001,19260102 A01,S,2025-12-01,2000,2837
348290438,01001,19260501 B01,S,2025-06-18,11585,11585
348287368,01001,19100178 L01 I,S,2025-11-26,3547,3547
348287368,02001,19100157 E01,O,2025-11-26,0,0
348287004,01001,19260102 A01,S,2025-09-12,3137,5107
348287004,01002,19260405 G02 IV,S,2025-09-12,1568,2553
348287004,01003,19260416 E01,S,2025-09-12,1568,2553
348287004,01004,19261053 B01,S,2025-09-12,3660,5958
348287004,01005,19261053 B13,S,2025-09-12,3660,5958
348287004,02001,19260501 B13,R,2025-09-12,7323,11916
348287715,01001,19260502 D21,S,2025-11-26,5958,5958
348287715,02001,19260501 B13,W,2025-11-26,39723,39723
348287731,01001A,19260451 B05 II,S,2025-11-25,2333,3618
348287731,01001B,19260451 G01,S,2025-11-25,0,0
348287731,01002A,19260451 C03,S,2025-11-25,2333,3618
348287731,01002B,19260452 J02,S,2025-11-25,0,0
348287731,01003,19261053 B04,S,2025-11-25,2333,3618
348287756,01001,19260451 B05 II,S,2025-11-21,0,4965
348287756,01002,19260451 C03,S,2025-11-21,0,4965
348287756,01003,19260451 G01,S,2025-11-21,0,4965
348287756,01004,19260452 J02,S,2025-11-21,0,4965
348287756,01005,19261053 B04,S,2025-11-21,0,4256
348287293,01001,19260102 A01,S,2025-09-19,1500,5107
348287293,01002,19261052 C01 I,S,2025-09-19,1500,5107
348287293,01003,19261052 C12,S,2025-09-19,2000,5958
348287293,02001,19260501 B13,O,2025-09-19,5000,33103
348288630,01001,19260451 G01 I,S,2025-08-26,2800,3972
348287574,01001,19261053 B01,S,2025-11-26,3873,5958
348287574,01002,19261053 B22,S,2025-11-26,3873,5958
348287574,02001,19260501 B13,R,2025-11-26,7745,11916
348287624,01001,19260501 B01,S,2025-11-25,7500,11585
348287640,01001,19260501 B13,S,2025-11-17,2979,4965
348283979,01001A,19100134 C01,S,2025-11-19,2128,2837
348283979,01001B,19100134 E01,S,2025-11-19,0,0
348283979,01001C,19100134 F02,S,2025-11-19,0,0
348283979,01001D,19100134 K,S,2025-11-19,0,0
348283979,01002A,19101200 E01,S,2025-11-19,1596,2128
348283979,01002B,19101200 G01,S,2025-11-19,0,0
348283979,01002C,19101200 H01,S,2025-11-19,0,0
348283979,01003,19260028 A,S,2025-11-19,1596,2128
348283979,01004A,19261153 D02 I,S,2025-11-19,2128,2837
348283979,01004B,19261153 G01,S,2025-11-19,0,0
348285586,01001,19260451 B02,S,2025-09-19,2128,2837
348285586,01002,19260651 C02,S,2025-09-19,2660,3547
348285586,01003,19260652 A01,S,2025-09-19,3724,4965
